front-right,right-corner,right,rear-right,rear-left,left,left-corner,front-left,blocked_cells
301.0594131229613,127.36412304702871,64.97994650145726,69.80364990706575,68.53292398688916,60.44383629667953,129.84353209170075,302.2859150842808,"[(3, 1), (3, 0), (3, -1)]"
67.19207135257955,65.6447319750566,66.78224112627892,66.77653159301687,73.46112803892278,65.2015556460142,61.76147059767888,66.52364421107322,[]
302.19708073362636,131.2495384037893,62.2937760112908,69.02948346315296,71.59288471007,72.41873490858967,131.56049807012337,289.55507761850515,"[(3, 1), (3, 0), (3, -1)]"
68.55767477026036,67.48507445132341,69.74933448021063,66.58134161733699,69.07390472024996,67.73727097780977,68.87959626733969,65.2908228038838,[]
70.07210814456415,320.96874493036125,71.92285253271932,69.35795826730184,66.77789683650569,67.66824112771644,68.86664476275665,65.58813696500367,"[(2, -2)]"
323.8799889001495,164.53806785252218,64.7687849273191,67.61053879294455,62.370784694837766,118.36097164012425,102.93244653768222,280.08953712040585,"[(3, 1), (3, 0), (3, -1), (3, -2)]"
288.1702027710769,133.99861903509412,291.7213522166609,75.01994707520669,71.24499457744338,66.79317203939154,108.17484817451644,247.45559479600817,"[(3, 1), (3, 0), (3, -1), (3, -2), (0, -3)]"
96.49872748122412,64.71380678220594,68.87968516112197,68.62119851137795,60.86049422272567,300.4887271604594,157.71292602309705,96.36129893681779,"[(0, 3)]"
159.33907992756528,94.8957714639091,68.3955856022764,69.98328145448804,68.17059429420955,308.53035065431163,152.36670593575306,154.71527609743953,"[(0, 3)]"
317.703509710715,128.86384373166516,70.73803928194519,67.6005303698375,66.28882383616074,320.1827589432976,155.40019740911583,284.9373023459628,"[(0, 3), (2, 3), (3, 1), (3, 0), (3, -1)]"
67.61461536692984,214.82540350871656,378.20663124071893,68.47922209109387,68.8742455785968,67.55681141741282,63.620970388585604,70.46715778297265,"[(2, -3), (1, -3), (0, -3)]"
69.40469589227963,228.25025898003813,429.11752596867973,63.65553864580693,66.64495014332745,64.84022028426018,70.7891195889165,78.02224737416101,"[(2, -3), (1, -3), (0, -3)]"
122.44410346952537,270.5086722255559,506.1405378283681,66.31175085867523,66.16751100090812,69.36064019045922,65.22096953420822,117.08312349167699,"[(2, -3), (1, -3), (0, -3)]"
243.13835824746903,279.4977335416942,581.9429879494811,64.96730234464674,69.20643665197194,63.26343645747475,133.21684861550588,278.08741494507626,"[(3, 1), (3, 0), (3, -1), (3, -2), (2, -3), (1, -3), (0, -3)]"
62.96778089390992,123.66409780575265,274.2253004338114,106.74204269754712,135.0663568965961,66.89840201718282,73.5596832867668,66.04185023221557,"[(0, -3)]"
69.22283048365128,68.21687121701684,156.78927686361698,70.89923001865257,67.72899488438246,72.67088029089851,66.81719700187031,70.07030135954646,[]
67.72995462957985,122.5120537917897,311.2959257781518,70.70832199011245,67.35255597723004,68.75187293998054,65.37974738938365,65.83128873498195,"[(0, -3)]"
61.30653256121671,231.14064143254444,59.35564166338895,72.60375060115386,66.36999369704482,67.84944811960999,67.23682789552355,71.78155209135922,"[(2, -2)]"
61.20350754634116,128.0746453119781,68.46374235003546,65.49516180664655,67.37467381128951,69.53563588556733,336.84004260791596,61.889900110899276,"[(3, 2)]"
66.84153597277603,130.47964324906215,216.2953037393027,70.07440622311245,66.47819731617469,64.97309439770389,294.3487530742473,68.7707193643159,"[(0, -3), (2, 2)]"
344.410887076892,139.79548643369802,72.76466108700649,66.10532352688894,62.50877737487683,70.15573778786478,137.5220029600512,326.0535616762579,"[(3, 1), (3, 0), (3, -1), (3, -2), (3, 2)]"
64.59474787597883,148.37157894064833,371.4438793999945,63.10158551580917,64.88859598673912,67.3586520417145,74.19096900704722,64.29718320688188,"[(2, -3), (1, -3), (0, -3)]"
65.92249592568824,145.8632821714464,322.2955605810926,66.42457649001119,62.70012505349731,64.52790408556831,64.71220944172572,66.92542459205725,"[(0, -3), (1, -3), (2, -3)]"
62.888644290863965,301.58350407677096,62.43664014527368,66.9759634538953,73.53305881933179,65.27664940295952,65.24689320808072,66.70949362864667,"[(2, -2)]"
71.44747498270529,148.00730455663611,247.16571086438037,66.11394829297484,66.49801554767875,114.09812192277964,65.5527163905362,67.05897198776562,"[(0, -3), (1, -3), (2, -3)]"
81.26532330395881,134.4755745355708,254.5926237102657,66.64428853848462,71.323655183653,103.31505007442834,66.67362458523861,94.6187664670224,"[(0, -3)]"
130.05874726181636,145.0790473735574,294.5514953638703,61.40375330437074,65.43362698983411,107.00452189106988,97.05622672429043,152.88294288705822,"[(0, -3), (1, -3), (2, -3)]"
306.53217553672187,154.3991954055929,309.1027421531592,66.15111191428277,67.26128768641631,101.53803214316086,147.9012140921439,338.63409420822546,"[(3, 1), (3, 0), (3, -1), (0, -3), (3, 2), (3, -2), (1, -3), (2, -3)]"
272.77672210025094,143.76695486349826,323.6644950540361,68.5276325156754,83.59715356010103,70.88261291524648,114.59974684638647,247.44164103153514,"[(3, 1), (3, 0), (3, -1), (3, -2), (0, -3), (1, -3), (2, -3)]"
69.11880509016697,142.5094253654997,72.55205101144401,67.2672723807985,69.6653523602221,72.15373337024702,70.5506555863064,70.06385717233869,[]
63.745251241018174,125.50423642717233,66.17108891060484,72.8151300493112,71.04295125565153,70.61643571226463,67.54620952196538,68.63346582619658,[]
69.07029180952831,138.96769346952078,259.5629540286261,70.62913352527731,67.46172318481473,65.49304621936865,64.68899758176282,65.74950548187019,"[(0, -3)]"
68.1753055719107,149.6955127284515,294.9220039701937,67.40968775474734,68.44095832152045,67.31664872036322,71.10556976163308,64.22421458190526,"[(2, -3), (1, -3), (0, -3)]"
91.79537811523248,155.6257260192471,308.3689678233719,66.22769259329785,68.06763961038462,63.115395625048215,65.61073840494916,99.42608512903087,"[(2, -3), (1, -3), (0, -3)]"
141.67347207974043,157.9266776994576,333.48686254728625,68.22820896349997,62.945652175104605,68.91960262545973,100.93467833719848,167.4825519833759,"[(2, -3), (1, -3), (0, -3)]"
304.50058468394053,181.61626833350218,346.65828828393404,66.7424577947706,64.00141064822341,67.01636028117561,136.11293109537118,295.1961726068749,"[(3, 1), (3, 0), (3, -1), (3, -2), (2, -3), (1, -3), (0, -3)]"
69.05108579136406,67.13124110888724,323.61546378446434,81.61458153067397,87.18099902748489,66.18204093947973,64.69215210417077,76.8895835616596,"[(0, -3)]"
67.95010646261873,64.33399906012365,67.08535444065875,70.18174495159782,65.45323408321953,64.39100988736057,64.85928009988203,68.0561036395126,[]
241.91004111657452,103.2988368841158,66.98441732525924,61.38258110043058,65.30523196807569,65.11476443546175,156.27162290861284,311.0812947155945,"[(3, 1), (3, 0), (3, -1), (3, 2)]"
63.940949231051164,117.73701060375768,263.1219954558439,69.26752049774862,69.21012402823318,69.60270053299188,109.31910160971032,65.66223067148417,"[(0, -3)]"
